review_id,lodging_id,guest_id,date,review,rating,overall_sentiment,room_sentiment,guest_service_sentiment,cleaning_sentiment,breakfast_sentiment,sentiment_score,clean_review
17953,1010,17265,2022-12-11,Positive: Needs renovation bad!!!,3,-1,0,0,-1,0,0.0258,positive need renovation bad
17954,1010,17265,2022-12-29,Positive: The people Negative: It was unusually cold and the heater didnÂ¿t work very efficiently.,3,-1,-1,0,0,0,0.4391,positive people negative unusually cold heater didnât work efficiently
17955,1010,17265,2023-07-12,"Positive: Staff was great, I felt bad for them. They knew how disgusting this hotel was but there isn't anything they can do. Roaches, stains, mold absolutely horrible. Negative: It was filthy! I was so disgusted!! Staff was great, I felt bad for them. They knew how disgusting this hotel was but there isn't anything they can do. Roaches, stains, mold absolutely horrible.",3,-1,-1,1,-1,0,-0.9821,positive staff great feel bad know disgusting hotel be not anything roach stain mold absolutely horrible negative filthy disgusted staff great feel bad know disgusting hotel be not anything roach stain mold absolutely horrible
17956,1062,17265,2022-08-24,"Positive: The price however you get what you pay for. Negative: They charged my credit card before they even asked if I wanted to use the same credit card I used to hold it. I did not so I paid double for the room until the hold came off 5 days later.   Also, the room next to mine was noisy with inappropriate sounds-",3,-1,-1,0,0,0,0.296,positive price however get pay negative charge credit card even ask want use credit card use hold pay double room hold come 5 day later also room next mine noisy inappropriate sound
18178,1076,17265,2022-08-27,Positive: Location was good stuff was good Negative: Their were Cockroaches in the room thatÂ¿s what I would likeLocation was good stuff was good,2,-1,-1,1,-1,0,0.8885,positive location good stuff good negative cockroach room thatâs would likelocation good stuff good
18179,1076,17265,2022-12-25,"Positive: It's location. Negative: Didn't know the hotel had a south tower with external entry room, because of this the room was sucseptible to the cold weather and nightly bugs.     Weird smell upon entry, and breakfast was not fulfilling.",2,-1,-1,0,-1,-1,-0.2023,positive location negative do not know hotel south tower external entry room room sucseptible cold weather nightly bug weird smell upon entry breakfast fulfil
18180,1076,17265,2023-06-26,Positive: Front desk - very helpful and kind. Wanted to make sure everything was great.     Location and pool were very nice. Negative: Housekeeping only replenished towels and took care of bedding once during our 7 night stay. Linens were thin and didn't hold to mattress.     We didn't like the pool and bar closing so early (8:00pm).     Lengthy wait times for the only elevator in operat,2,-1,0,1,-1,0,0.9514,positive front desk helpful kind want make sure everything great location pool nice negative housekeeping replenish towel take care bed 7 night stay linen thin do not hold mattress do not like pool bar close early 800pm lengthy wait times elevator operat
18181,1076,17265,2023-04-08,"Positive: The staff was friendly and helpful. After taking to them about the bugs they upgraded us to a suite and that was a better. It was closer to 3.5 stars. Negative: The pool/hot tub closed at 8 pm. We expected we were getting 3.5 star hotel the lobby looked as such, we were in west tower which was not up to expectations the room had bugs crawling on bed, bathroom, & tables.",2,-1,-1,1,-1,0,0.836,positive staff friendly helpful taking bug upgrade we suite well close 35 star negative poolhot tub close 8 pm expect get 35 star hotel lobby look west tower expectation room bug crawl bed bathroom table
18182,1076,17265,2023-03-22,"Positive: The location of the hotel is great, close to lots of places to eat and fun activities. Negative: The hotel does not live up to its name as a Resort because it definitely is not. The ""hot"" breakfast they say they offer was terrible. All they had hot were pancakes and hard boiled eggs. I have definitely eaten better at other hotel chains. Very Unhappy",2,-1,0,0,0,-1,0.8405,positive location hotel great close lot place eat fun activity negative hotel live name resort definitely hot breakfast say offer terrible hot pancake hard boil egg definitely eat well hotel chain unhappy
18183,1076,17265,2023-05-02,We’ve stayed here a few times but this visit we was in the old block. The rooms are not as good and felt more motel than hotel. First morning I got out of the lift to a lady waiting to go up saying she had forgotten her card. She was dressed like a hooker! Wearing a silk nightgown. It was 5am . Not a great impression.  Pool was nice but shades in the afternoon. Breakfast was good. Would I stay again? Yes,2,-1,-1,-1,0,1,-0.8104,we ve stay time visit old block room good feel motel hotel first morning get lift lady wait go say forget card dress like hooker wear silk nightgown 5 am great impression pool nice shade afternoon breakfast good would stay yes
18184,1076,17265,2023-05-20,"Positive: Cleaning was great Negative: No wifi lost 2 days of work, washer works but not the dryer, got trapped several time on the 10th floor once my wife and son on ground floor and had to wait for someone to come to get to the 10th floor breakfast no meat only bread and boiled eggs.",2,-1,0,-1,1,-1,-0.7992,positive cleaning great negative wifi lose 2 day work washer work dryer got trap several time 10th floor wife son ground floor wait someone come get 10th floor breakfast meat bread boil egg
18185,1076,17265,2023-04-21,"Positive: Location Negative: The breakfast was not good, hard boiled eggs pancakes and toast.....no meat served in the 6 days we stayed.  Front desk was not a pleasant experience.  Hotel employees very rude.  TV did not have a clear picture.  Laundry was a nightmare dryer did not dry",2,-1,0,-1,-1,-1,-0.8551,positive location negative breakfast good hard boil egg pancakes toastno meat serve 6 day stay front desk pleasant experience hotel employee rude tv clear picture laundry nightmare dryer dry
18186,1076,17265,2023-02-22,"Positive: It was clean and staff is friendly. We had king room with sofa bed, which turned out to be in its own room. Kids loved it! Negative: The bed is ROCK HARD! Also needs a better thermostat that can be set to stay at a temp whether hot or cold. Also pool hours are ridiculous. 8am to 8pm but it looked nice, just not avaiable to use when we wanted to.",2,0,1,1,1,0,0.8422,positive clean staff friendly king room sofa bed turn room kid love negative bed rock hard also need well thermostat set stay temp whether hot cold also pool hour ridiculous 8 am 8 pm look nice avaiable use want
18187,1076,17265,2023-03-21,"Positive: The view was ok Negative: Our room was old, noisy and the beds were uncomfortable as the linens were pilled and old.    There was not enough parking so I had to park in an adjoining businesses parking lot.  Just overall a bad experience and we would never stay there again",2,-1,-1,0,-1,0,-0.6908,positive view ok negative room old noisy bed uncomfortable linen pille old enough parking park adjoining business parking lot overall bad experience would never stay
18188,1076,17265,2023-06-13,"Positive: the pool Negative: systems were down constantly, door to open hotel room barely worked and green light didn't turn on when unlocked,hotel room ac unit smelled funky, shower would turn off randomly when taking a shower, hotel staff seemed clueless half of the time.",2,-1,-1,-1,-1,0,-0.4588,positive pool negative system constantly door open hotel room barely work green light do not turn unlockedhotel room ac unit smell funky shower would turn randomly take shower hotel staff seem clueless half time
18189,1076,17265,2023-02-25,"Positive: Location was great for our trip Negative: The room was on the Â¿shoddyÂ¿ side. No coffee maker, broken air conditioner, old decor",2,-1,-1,0,-1,0,-0.0772,positive location great trip negative room âshoddyâ side coffee maker break air conditioner old decor
18190,1076,17265,2023-03-28,"Positive: Everything was walking distance Negative: The breakfast could be better,also the pool and hot tub need to be empty and cleaned out.",2,-1,0,1,-1,-1,-0.2263,positive everything walk distance negative breakfast could betteralso pool hot tub need empty clean
